12:02	แสงอรุณ	@ชุน  ข้าวซ้อมมือปีใหม่มีมาแล้วค่ะ
12:16	ออย	ขออนุญาตเชิญป้าติ๋มเข้ากลุ่มนะคะ
12:17	เบญญาภา ประทุมทอง joined the chat.
12:18	เบญญาภา ประทุมทอง	สวัสดีค่ะ กัลยาณมิตร ทุกๆ ท่าน
12:20	เบญญาภา ประทุมทอง	จงเบิกบาน เบิกบาน และเบิกบาน จงเบิกบาน ตามอมตะ ธรรม สาธุ
13:42	Nui (ในสายธรรม) joined the chat.
13:54	Juk joined the chat.
14:56	Chalor joined the chat.
16:02	Pa Chee joined the chat.
16:16	ณรงค์ ศรีเมือง joined the chat.
16:23	Pornpimon	สวัสดีค่ะ ขอเรียนถามปัญหาท่านผู้รู้หน่อยนะคะ คือเพื่อนเขาเป็นโรคไตเสื่อมมีค่าGFR ประมาณ 48 เขากินน้ำต้มอ้อยแดงตามคลิปในยูทูป ใช้เวลา 1 เดือน ไปเจาะเลือดตรวจดูพบว่าค่า GFR เป็น 98 ไตหายเสื่อมกลับมาเป็นปกติเลยค่ะ นอกจากนี้เขาเอาอ้อยแดงให้เพื่อนอีกคนทีีเป็นเบาหวานกินก็พบว่าค่าน้ำตาลในเลือดลดลง ดิฉันก็เลยสงสัยว่าอ้อยแดงจะมีผลข้างเคียงอะไรไหมคะถ้าเอามากินเป็นประจำเพื่อรักษา หรือเราจะใช้วิธียา 9 เม็ดตามแบบอาจารย์หมอเขียวจะดีกว่าไหมคะ
17:29	หมอติ้ว นวดแผนโบราณ	เป็นหวัดทำอย่างไรให้หายเร็วค่ะใครรุ้ช่วยตอบทีค่ะ
17:29	หมอติ้ว นวดแผนโบราณ	มือใหม่ค่ะ
17:30	หมอติ้ว นวดแผนโบราณ	ขอบคุณน่ะค่ะ
17:32	TYPHOON	ทำตามยา9เม็ดที่ทำได้ ปรับอาหาร ดื่มน้ำสี่พลัง และทำใจอย่างเร่งผลครับ จะหายเร็วครับ
17:34	หมอติ้ว นวดแผนโบราณ	ขอบคุณมากค่ะ
18:10	Sopa joined the chat.
2018/12/28(Fri)
9:33	TYPHOON	เจริญธรรมสำนึกดีพี่น้อง
11:16	Chalor	https://youtu.be/tECoFHoN-Uc
11:17	Chalor	เจริญธรรม ครับ
11:17	Chalor	ต้องมี สำนึกดี ด้วยใช่ไหม
11:45	ป้าอ้อย joined the chat.
11:51	TYPHOON	ช่ายครับ
12:06	KIT30 joined the chat.
13:44	รุ่งนภา สีดา	ขอคำแนะนำหน่อยนะคะ มีญาติป่วยเป้น  เชื้อราในหูสามารถหยอดนำ้ปัสสาวะ ได้ไหมคะ
14:57	ปูเรซซึง ปูเรซซึง 💜 joined the chat.
15:42	ป้าอี๊ดลุงขาว(RIAN)	รบกวนขอคำแนะนำค่ะ
แม่สามีเป็นไตระยะที่3 กินยา ยังไม่ฟอกไต แต่ อาการหมอบอกน่าจะต้องฟอก เพราะแม่ยังไม่หยุดท่นเค็ม และลืมทานยาบ่อยๆ ขอคำแนะนำด้วยค่ะ แม่ไม่ดคยเข้าค่าย..ส่วนตัวเองเคยเข้าครั้งเดียวค่ะ
17:40	วานรหิมะ	https://www.youtube.com/playlist?list=PLfCeRii70QCnapB1cNeRbJcTFwf2rORMD
19:16	นิรัตน์ชัย  ดวงธรรม joined the chat.
7:28	Lah	ปรับอาหารให้สมดุล
 ทำเอง 
งดผงชูรส
11:53	ป้าอี๊ดลุงขาว(RIAN)	ขอบคุณทุกท่านค่ะ
11:54	ป้าอี๊ดลุงขาว(RIAN)	มีอะไรแนะนำเพิ่มเติมบอกได้นะคะต้องการมากๆค่ะ
11:59	ป้าอี๊ดลุงขาว(RIAN)	แม่ายุ 87 อล้วค่ะ
12:00	ป้าอี๊ดลุงขาว(RIAN)	แล้วเคยเจอว่าสมุนไพรล้างไต โดยเอา กระชาย ข่า ใบมะกรูด ห้วหอม มาต้มน้ำกิน 3 มื้อ จะทำได้ไหมคะ ดื่มได้ไหม
12:01	ป้าอี๊ดลุงขาว(RIAN)	โดยการเอาทุกอย่างมารวมกันแล้วต้มค่ะ แต่ยังไม่เตยทำค่ะ
12:03	ป้าอี๊ดลุงขาว(RIAN)	อ้อ มีตะไครั กับใบสะระแหน่ ด้วยี่ะ
12:07	สุรศักดิ์	ดื่มน้ำสมุนไพรช่วงนี้ทำให้หนาวเพราะเป็นช่วงอากาศหนาวด้วยควรปรับสมดุลอย่างไรครับ
12:25	Am-on	เรื่องปรับสมดุลเป็นสำคญมากเราต้องี่รู้ว่าสมดุลกับเราใหมอจ หมอเขียวให้ตัววัดว่าเบากายสบายมีกำลัง  และให้ดูปัสสาวะต้องใสสีไม่เช้มไม่มีกลิ่นฉุนถ้านึกไม่ออกเอาอาหารเรียบง่ายที่สุดคือข้าวต้มกับผัก อาหารพลังพุทธ
12:27	Am-on	อาหารเป็นวัตถุให้ผล30เปอรเซนต์แต่ใจให้ผล70เผอร์เซนต์
12:29	Am-on	 อย่ากลัวอย่าหวั่นไหว ใช้ญาณ4โสดาบันในบททบทวนธรรม
13:27	admin1	ขอเคลียร์ ข้อความรูปภาพ ที่ไม่ตรงวัตถุประสงค์ของกลุ่มนะครับ (ยิ้ม)ดูแลบอกกล่าวกัน ทำดีไม่มีถือสากันนะครับ (อธิษฐาน)
13:55	admin1	@Yaowanee สมาชิกใหม่ กด รูปบ้านขวาบน อ่านโพสท์สำคัญก่อนนะครับ ขอบคุณครับ
14:03	วานรหิมะ	มีอาการสบายแบบใดบางครับที่มองเด่นชัด หรือคนไข้รู้สึกมีอาการไม่สบาย ลักษณะ ใดบ้าง? 
14:06	วานรหิมะ	[Photo]
16:02	ป้าอี๊ดลุงขาว(RIAN)	31นี้ถึงบ้านแฟนจะทราบอาการทั้งหมดค่ะ แม่ชอบทานปลาสลิดเค็ม อาการก็ออกดค็ม ลดลงแค่นิดหน่อย ถ้าให้ทานจืด แกก็จะไม่ทานเลยค่ะ..ใส่เอกเกลือออกเค็มจะอันตรายไหมคะ
16:03	ป้าอี๊ดลุงขาว(RIAN)	แก้ไข อาหารก็เค็มค่ะ
22:12	Best Business 2019 joined the chat.
3:15	Best Business 2019 was removed from the square.
7:21	The Best One joined the chat.
7:23	The Best One was removed from the square.
7:46	TYPHOON	แอดครับลบโพสด้วยครับ
7:53	Lah	ลบแล้ว นะคะ
7:55	Lah	ดีค่ะ ช่วยสอดส่อง
คนมีศีล จะไม่เบียดเบียนคนอื่น 
7:57	ไหม(ชุติวรรณ)	[Video]
14:41	น้อย คงกตัญญูสกุล	สาธุคะ
22:27	Best One 2019 joined the chat.
3:31	Best One 2019 was removed from the square.
5:43	จิรนันท์ ทับเนียม	จิรนันท์ ทับเนียม shared an OpenChat note.
7:18	ต่อ มักกะสัน เพื่อน😁	ลูกชายเพื่อน เป็นไข้เลือดออก 
ขอคำแนะนำ วิธีลดไข้ แบบแพทย์ วิธีธรรม ด้วยสิครับ😇😇
7:32	Lah	เช็ดตัว ลดไข้
ด้วยย่านางสกัดใส่น้ำ
หรือย่านางสด ผสมน้ำ
หรือหยดน้ำมันเขียวผสมน้ำ
จิบน้ำย่านางสกัด ผสมน้ำ บ่อยๆ
7:32	Lah	เกร็ดเลือด ปกติมั้ยคะ
7:45	ต่อ มักกะสัน เพื่อน😁	@Lah ถามเพื่อนอยู่ครับ รอตอบครับ ขอบคุณครับ
7:58	ต่อ มักกะสัน เพื่อน😁	[Photo]
8:00	Lah	ระวัง ตอนไข้ลง
จะเป็น ช่วงช็อค
ความดันต่ำ
ดื่มน้ำบ่อยๆ
8:00	ต่อ มักกะสัน เพื่อน😁	ครับขอบคุณมากครับ
8:29	หมูไสปร์ซี่	ินอ้งอายุ17โดนต้นไม้ล้มทับหลังกระดูกแตกทับเส้นประสาทใช้ช ีวิตปรกกติแต่
8:34	หมูไสปร์ซี่	การขับถา้ยตอ้งใช้ยาระบ่าย5วันก็ไม่ถา่ยตอ้งกินยาประจำเป็นมา5ปีแล้วค่ะ
8:36	หมูไสปร์ซี่	ขอถามใช้ยาเก้าเม็ดมีโอกาสหายใหมค่
8:37	วานรหิมะ	ดีทอก สวนล้างลำไส้ เด็กอาจจะใช้ที่สวนอึเด็ก ใช้น้ำย่านางเจือจาง 
8:37	หมูไสปร์ซี่	เด็กผู้หญิงค่ะ
8:40	หมูไสปร์ซี่	ขอเบอร์ส่งให้ญาติคุยปรึกษาดว้ยค่ะเขายังไม่ได้เข้ากลุมสุขภาพค่ะ
8:54	ต่อ มักกะสัน เพื่อน😁	@วานรหิมะ ขอบคุณครับ
9:00	วานรหิมะ	https://youtu.be/Sp7LVpreNUI?t=10m30s
9:01	วานรหิมะ	https://youtu.be/4kNjDuFCd9s
9:34	Lah	ฝึกทำdetox
ดีกว่ากินยาค่ะ
9:35	Lah	[Photo]
9:35	Lah	บ้านอยู่ไหนคะ
มีค่ายหลายที่
สะดวกที่ไหน
เชิญค่ะ
9:52	หมูไสปร์ซี่	วิทยาลัยเปิดแล้วไปเข้าคา่ยไม่ได้ค่ะแนะนำให้ทำสวนลา้งแล้วค่ะ
9:54	หมูไสปร์ซี่	พิษณุโลกค่ะ
11:47	lotty	หาเวลาไปเข้าค่ายให้ได้ซักครั้งค่ะ..อยู่ไม่ครบก็ไม่เป็นไร..ลูกสาวเราเคยไปค่าย9วัน..อยูได้3วันกลับไปทำงานแล้วกลับค่ายอีกก็เคย..เข้าค่ายจะได้อะไรเยอะกว่าทำที่บ้านได้สุขภาพกายใจหมู่กลุ่มพลังความดีหายโรคเร็วค่ะ..ลูกสาวเคยอยู่บ้านแสนสะดวกสบายไปค่ายลำบากกลัวทนไม่ได้แต่ผิดคาดนางทำได้ทุกอย่างทั้งดื่ม-ใช้น้ำปัสสาวะด้วย..พลังความดีมีมากมายในค่าย..ไปแล้วขะติดใจต้องไปอีกหลาบๆครั้ง..หาโอกาสไปให้ได้..หมอที่ดีที่สุดคือตัวเราเอง..(happy)(hahaha)(LOL)
11:52	ย่าจ๋า.	วันนี้เป็นวันสิ้นปีเก่าแล้วปีใหม่จะมาถึงอีกไม่กีชั่วโมงนี้ขออนุญาตเล่าเรื่องเก่าๆในปีเก่าให้สมาชิกในกลุ่มพวธ.ฟังว่าเรื่องป่วยกายป่วยใจมันเป็นทุกข์อันยิ่งใหญ่สำหรับตัวเราแต่ก็ด้วยวิบากเราคงน้อยนิดที่ได้มาเรียนรู้วิธีดูแลสุขภาพด้วยแบบของพวธ.กราบขอบพระคุณท่านอจ.หมอเขียวและขอบพระคุณพี่ๆจิตอาสาทุกท่านพี่น้องร่วยค่ายที่ให้ความรู้เรื่องดูแลสุขภาพ ตอนนี้ตัวเรามีความสุขใจสุขกายเราไม่ต้องมานั่งเกาขึ้กลากอีกแล้วค่ะตัวเรามีความสุขกายสุขใจและอยากส่งความสุขนี้มายังพี่น้องร่วมค่ายทุกท่านขอให้ท่านจงมีสุขภาพแข็งแรงและหมั่นศึกษายา๙เม็ดไว้ดูแลรักษาตนให้หายจาก
อาการป่วยกายป่วยใจของตนเองแล้วสุขภาพที่แข็งแรงเบากายมีพลังก็จะเป็นของพี่น้องทุกท่านค่ะ สาธุ
12:39	Lah	ค่ะ ความลำบาก ทำให้กุศลธรรมเจริญยิ่ง
12:40	Lah	สวน3ยินดีต้อนรับค่ะ
13:38	กานวรัช ศรีจุลฮาต	[Sticker]
14:24	หมูไสปร์ซี่	ขอบคุณมากๆค่ะ
19:23	ยายก้าน	ขอบคุณคะอาจารย์
19:42	Tee Review	" ไม่ต้องตื่นเต้นกับวันใหม่ ปีใหม่ อันนั้นมันหมุนไปตามเรื่องของมัน วันหนึ่ง เดือนหนึ่ง ปีหนึ่ง อันนั้นเป็นสมมุติบัญญัติขึ้นมา 
อันที่เราควรจะตื่นเต้นนั้น ควรตื่นเต้นที่ตัวของเราว่า วันหนึ่งๆ  เดือนหนึ่ง ปีหนึ่ง เราเจริญขึ้น หรือว่าเราเสื่อมลง อันนั้นต่างหาก 
เราเห็นความเสื่อม ความเจริญของเราแท้จริง ร่างกายของเรา มันเจริญขึ้นไม่มีหรอก  มีแต่เสื่อมลง เกิดขึ้นมาแล้วก็เสื่อมลงทุกที ๆ"
หลวงปู่เทสก์ เทสรํงสี
23:31	จิรนันท์ ทับเนียม	จิรนันท์ ทับเนียม shared an OpenChat note.
2019/01/02(Wed)
10:07	Chunn joined the chat.
10:07	Chunn	เจริญธรรมครับ ขอสอบถามตารางกิจกรรมค่ายภาคกลางหน่อยครับ
10:08	Chunn	[Photo]
